cveID,commitID,commitMessage
CVE-2016-2476,db829699d3293f254a7387894303451a91278986,"Fix OMX_IndexParamConsumerUsageBits size check

Bug: 27207275
Change-Id: I9a7c9fb22a0e84a490ff09c151bd2f88141fdbc0
"
CVE-2016-2476,94d9e646454f6246bf823b6897bd6aea5f08eda3,"Fix initialization of AAC presentation struct

Otherwise the new size checks trip on this.

Bug: 27207275
Change-Id: I1f8f01097e3a88ff041b69279a6121be842f1766
"
CVE-2016-2464,65c49d5b382de4085ee5668732bcb0f6ecaf7148,"Fix ParseElementHeader to support 0 payload elements

Cherry-pick'ing Change 5c83bbec9a5f6f00a349674ddad85b753d2ea219
from upstream. This fixes regression in some edge cases for mkv
playback.

BUG=26499283

Change-Id: I88de03219a3d941b6b2f251d384e29c36bdd4d9b
"
CVE-2016-2461,50d0447566db4a77d78d592f1c1b5d31096fac8f,"OpenSSLCipher: reset AAD when necessary

AAD was not being reset correctly during init or doFinal calls thus
leading to incorrect output.

(cherry picked from commit 0bab7f3b89ea13eb0d0c39d9c7b60c6112f0d6a8)

Bug: 27324690
Change-Id: If7806a9d7847814b60719637abceb94d8fbc8831
"
CVE-2016-2458,2791f0b33b610247ef87278862e66c6045f89693,"Don't allow cachedFile Attachments if the content Uri is pointing to EmailProvider.

This is to backport a security fix reported by b/27308057 and b/27335139.
Also, add Analytics for these errors.

Bug: b/27335139
Change-Id: Iaacb34e4983cdf9a85487222ae930cb64d80a193
"
CVE-2016-2452,daa85dac2055b22dabbb3b4e537597e6ab73a866,"Fix AMR decoder

Previous change caused EOS to be ignored.

Bug: 27843673
Related-to-bug: 27662364
Change-Id: Ia148a88abc861a9b393f42bc7cd63d8d3ae349bc
"
CVE-2016-2452,65756b4082cd79a2d99b2ccb5b392291fd53703f,"SoftAMR: check input buffer size to avoid overflow.

Bug: 27662364
Change-Id: I47380545ea7d85845e141e722b0d84f498d27145
"
CVE-2016-2420,669ecc2f5e80ff924fa20ce7445354a7c5bcfd98,"ensure /data/tombstones exists on all Android devices

/data/tombstones is referenced by core platform code, but is not
guaranteed to exist on all Android devices. Move the directory
creation out of device specific files and into the core
init.rc file.

Bug: https://code.google.com/p/android/issues/detail?id=93207
Change-Id: I94ae5199a6a32c4fe555ca994fc4a8345e0c9690

Bug: http://b/26403620
(cherry picked from commit 0359d778a564a5c63baba08a33484fb69eda4d1e)
"
CVE-2016-2416,85d253fab5e2c01bd90990667c6de25c282fc5cd,"BQ: Add permission check to BufferQueueConsumer::dump

Bug 27046057

Change-Id: Id7bd8cf95045b497943ea39dde49e877aa6f5c4e
"
CVE-2016-2414,ca8ac8acdad662230ae37998c6c4091bb39402b6,"Reject fonts with invalid ranges in cmap

A corrupt or malicious font may have a negative size in its cmap
range, which in turn could lead to memory corruption. This patch
detects the case and rejects the font, and also includes an assertion
in the sparse bit set implementation if we missed any such case.

External issue:
https://code.google.com/p/android/issues/detail?id=192618

Bug: 26413177
Change-Id: Icc0c80e4ef389abba0964495b89aa0fae3e9f4b2
"
CVE-2016-1621,04839626ed859623901ebd3a5fd483982186b59d,"libwebm: Pull from upstream

Rolling mkvparser from upstream. Primarily for fixing a bug on parsing
failures with certain Opus WebM files.

Upstream commit hash of this pull: 574045edd4ecbeb802ee3f1d214b5510269852ae

The diff is so huge because there were some style clean ups upstream.
But it was ensured that there were no breaking changes when the style
clean ups was done upstream.

Change-Id: Ib6e907175484b4b0ae1b55ab39522ea3188ad039"
CVE-2016-1621,5a9753fca56f0eeb9f61e342b2fccffc364f9426,"Merge Conflict Fix CL to lmp-mr1-release for ag/849478

DO NOT MERGE - libvpx: Pull from upstream

Current HEAD: 7105df53d7dc13d5e575bc8df714ec8d1da36b06

BUG=23452792

Change-Id: Ic78176fc369e0bacc71d423e0e2e6075d004aaec
"
CVE-2016-0847,2750faaa1ec819eed9acffea7bd3daf867fda444,"DO NOT MERGE Check PAH in addNewIncomingCall

Check to be sure that the PhoneAccountHandle in addNewIncomingCall
corresponds to an existing registered PhoneAccount in Telecom and that
the PhoneAccount is enabled. Otherwise, throw a SecurityException.

Bug: 26864502
Change-Id: I6bbd8a1ece821b62bee2c94decde87a41afbf8b0
"
CVE-2016-0838,24d7c408c52143bce7b49de82f3913fd8d1219cf,"Sonivox: add SafetyNet log.

Bug: 26366256
Change-Id: Ief72e01b7cc6d87a015105af847a99d3d9b03cb0
"
CVE-2016-0835,58a6822d7140137ce957c6d2fc20bae1374186c1,"Return error for wrong mb_type

If mb_type decoded returns an invalid type of MB, then return error

Bug: 26070014
Change-Id: I66abcad5de1352dd42d05b1a13bb4176153b133c
"
CVE-2016-0826,899823966e78552bb6dfd7772403a4f91471d2b0,"resolve merge conflicts of 88b736a198 to lmp-dev.

Change-Id: Iec3cf4fb4bf75be853a1249ee1439eb4c5b38b50
"
CVE-2016-0818,4c9f9c2201116acf790fca25af43995d29980ee0,"Prevent duplicate certificates in TrustedCertificateIndex

With the separate caching of intermediate certificates in
TrustManagerImpl a given intermediate may be passed into .index multiple
times. Avoid adding the certificate to the list each time.

(cherry-picked from commit d080e064abba665e2dde2a8c113f837ba4d9a85e)
Bug: 26232830
Change-Id: I6bed2c65d9e42e052b9b1b129200a997e7dca745
"
CVE-2017-0551,494561291a503840f385fbcd11d9bc5f4dc502b8,"Decoder: Moved end of pic processing to end of decode call

ih264d_end_of_pic() was called after parsing slice of a new picture.
This is now being done at the end of decode of the current picture.
decode_gaps_in_frame_num which needs frame_num of new slice is now
done after decoding frame_num in new slice.

This helps in handling errors in picaff streams with gaps in frames

Bug: 33588051
Bug: 33641588
Bug: 34097231
Change-Id: I1a26e611aaa2c19e2043e05a210849bd21b22220
"
CVE-2017-0402,d72ea85c78a1a68bf99fd5804ad9784b4102fe57,"Fix security vulnerability: Equalizer command might allow negative indexes

Bug: 32247948
Bug: 32438598
Bug: 32436341

Test: use POC on bug or cts security test

Change-Id: I56a92582687599b5b313dea1abcb8bcb19c7fc0e
(cherry picked from commit 3f37d4ef89f4f0eef9e201c5a91b7b2c77ed1071)
(cherry picked from commit ceb7b2d7a4c4cb8d03f166c61f5c7551c6c760aa)
"
CVE-2018-9503,92a7bf8c44a236607c146240f3c0adc1ae01fedf,"Check remaining frame length in rfc_process_mx_message

Bug: 111936792
Bug: 80432928
Test: manual
Change-Id: Ie2c09f3d598fb230ce060c9043f5a88c241cdd79
(cherry picked from commit 0471355c8b035aaa2ce07a33eecad60ad49c5ad0)
"
CVE-2018-9503,9fe27a9b445f7e911286ed31c1087ceac567736b,"Add bound check for rfc_parse_data

Bug: 78288018
Test: manual
Change-Id: I44349cd22c141483d01bce0f5a2131b727d0feb0
(cherry picked from commit 6039cb7225733195192b396ad19c528800feb735)
"
CVE-2018-9503,d4a34fefbf292d1e02336e4e272da3ef1e3eef85,"Fix a wrong check in rfc_parse_data

Bug: 78288018
Bug: 111436796
Test: manual
Change-Id: I16e6026acbaac230fe1453bbac040d1b75bcea2a
(cherry picked from commit d1ced302cd1066087588c891027b1756be31db46)
"
CVE-2018-9503,d4a34fefbf292d1e02336e4e272da3ef1e3eef85,"Fix a wrong check in rfc_parse_data

Bug: 78288018
Bug: 111436796
Test: manual
Change-Id: I16e6026acbaac230fe1453bbac040d1b75bcea2a
(cherry picked from commit d1ced302cd1066087588c891027b1756be31db46)
"
CVE-2018-9502,9fe27a9b445f7e911286ed31c1087ceac567736b,"Add bound check for rfc_parse_data

Bug: 78288018
Test: manual
Change-Id: I44349cd22c141483d01bce0f5a2131b727d0feb0
(cherry picked from commit 6039cb7225733195192b396ad19c528800feb735)
"
CVE-2018-9502,d4a34fefbf292d1e02336e4e272da3ef1e3eef85,"Fix a wrong check in rfc_parse_data

Bug: 78288018
Bug: 111436796
Test: manual
Change-Id: I16e6026acbaac230fe1453bbac040d1b75bcea2a
(cherry picked from commit d1ced302cd1066087588c891027b1756be31db46)
"
CVE-2018-9493,ebc250d16c747f4161167b5ff58b3aea88b37acf,"DO NOT MERGE. Extend SQLiteQueryBuilder for update and delete.

Developers often accept selection clauses from untrusted code, and
SQLiteQueryBuilder already supports a ""strict"" mode to help catch
SQL injection attacks.  This change extends the builder to support
update() and delete() calls, so that we can help secure those
selection clauses too.

Bug: 111085900
Test: atest packages/providers/DownloadProvider/tests/
Test: atest cts/tests/app/src/android/app/cts/DownloadManagerTest.java
Test: atest cts/tests/tests/database/src/android/database/sqlite/cts/SQLiteQueryBuilderTest.java
Change-Id: Ib4fc8400f184755ee7e971ab5f2095186341730c
Merged-In: Ib4fc8400f184755ee7e971ab5f2095186341730c
(cherry picked from commit 506994268bc4fa07d8798b7737a2952f74b8fd04)
"
CVE-2018-9493,e7364907439578ce5334bce20bb03fef2e88b107,"DO NOT MERGE. All untrusted selections must go through builder.

When accepting untrusted selections, they must be passed directly
to SQLiteQueryBuilder to ensure that setStrict() can be applied to
check for malicious callers sending unbalanced parentheses.  This
means we can't mix local and remote selections; they always need to
be kept separate.

Use newly added SQLiteQueryBuilder functionality to apply strict
detection to update() and delete() calls.

Only allow the owner of a particular download to query the headers
for that download.  Only delete headers for a download once we've
confirmed that caller can modify that download.

Test: atest packages/providers/DownloadProvider/tests/
Test: atest cts/tests/app/src/android/app/cts/DownloadManagerTest.java
Bug: 111085900
Change-Id: I9fd8e0d3cf80d7603bf0092f36fe449467090821
Merged-In: I9fd8e0d3cf80d7603bf0092f36fe449467090821
(cherry picked from commit 64b55ea82b1f394369237601ae1f1c78b776aabc)
"
CVE-2018-9490,948d4753664cc4e6b33cc3de634ac8fd5f781382,"Test for error in handling getters changing element kind.

Bug: 111274046
Test: m -j proxy_resolver_v8_unittest && adb sync && adb shell \
/data/nativetest64/proxy_resolver_v8_unittest/proxy_resolver_v8_unittest
Merged-In: I99def991ebcb7c26ba7ca4b4b31ef1cdeaea7721
Change-Id: I99def991ebcb7c26ba7ca4b4b31ef1cdeaea7721
(cherry picked from commit 59b9b11a462fe3aad313b8538fb98468f22d9095)
"
CVE-2018-9452,3b6f84b77c30ec0bab5147b0cffc192c86ba2634,"Optimise the hit test algorithm

Layout#getOffsetForHorizontal was running in O(n^2) time, where n is the
length of the current line. The method is used when a touch event
happens on a text line, to compute the cursor offset (and the character)
where it happened. Although this is not an issue in common usecases,
where the number of characters on a line is relatively small, this can
be very inefficient as a consequence of Unicode containing 0-width
(invisible) characters. Specifically, there are characters defining the
text direction (LTR or RTL), which cause our algorithm to touch the
worst case quadratic runtime. For example, a person is able to send a
message containing a few visible characters, and also a lot of these
direction changing invisible ones. When the receiver touches the message
(causing the Layout#getOffsetForHorizontal method to be called), the
receiver's application would become not responsive.

This CL optimizes the method to run in O(n) worst case. This is achieved
by computing the measurements of all line prefixes at first, which can
be done in a single pass. Then, all the prefix measurement queries will
be answered in O(1), rather than O(n) as it was happening before.

Bug: 79215201
Test: manual testing
Change-Id: Ib66ef392c19c937718e7101f6d48fac3abe51ad0
Merged-In: Ib66ef392c19c937718e7101f6d48fac3abe51ad0
"
CVE-2011-3903,de66aac8b69c5e9f97905efb662557cfafb9b570,"Merge icu_46 suppressions for bug 84304 with those for bug 81753
BUG=81753,84304
TBR=glider
Review URL: http://codereview.chromium.org/7492067

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@94448 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-3906,60c9d8a39e4aa78dd51c236bd1b2c4f17c9d27fe,"Text Autosizing: Counteract funky window sizing on Android.
https://bugs.webkit.org/show_bug.cgi?id=98809

Reviewed by Adam Barth.

In Chrome for Android, the window sizes provided to WebCore are
currently in physical screen pixels instead of
device-scale-adjusted units. For example window width on a
Galaxy Nexus is 720 instead of 360.  Text autosizing expects
device-independent pixels.  When Chrome for Android cuts over to
the new coordinate space, it will be tied to the setting
applyPageScaleFactorInCompositor.

No new tests.

* rendering/TextAutosizer.cpp:
(WebCore::TextAutosizer::processSubtree):


git-svn-id: svn://svn.chromium.org/blink/trunk@130866 bbb929c8-8fbe-4397-9dbb-9b2b20218538"
CVE-2011-3907,ff4330a2ca6bf69d24f9f9fb6f12dc81387b205a,"Fix memory error in previous CL.

BUG=100315
BUG=99016
TEST=Memory bots go green

Review URL: http://codereview.chromium.org/8302001

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@105577 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-3909,0a897162894ccac0dcbdcdd8b510e3df71c4a4dc,"Layout Test inspector/extensions/extensions-events.html is timing out
https://bugs.webkit.org/show_bug.cgi?id=72966

Unreviewed gardening.

* platform/chromium/test_expectations.txt:

git-svn-id: svn://svn.chromium.org/blink/trunk@101010 bbb929c8-8fbe-4397-9dbb-9b2b20218538"
CVE-2011-3911,499f6a610abcf6a057cbb8324f90a07d89f59431,"Linux: Fix crash reporting for GPU and plugin processes.

BUG=96631
TEST=none
Review URL: http://codereview.chromium.org/7931005

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@101779 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-3914,9a1a5faa13f9054830f94cc0cd15d4dd5122a76f,"Update v8-i18n project to r7 to fix a stable blocker.

Fix to v8-i18n was submitted in http://codereview.chromium.org/8570009

BUG=104011
TEST=Load crash1.html from bug report and check it doesn't crash browser. 
Review URL: http://codereview.chromium.org/8573014

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@110195 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-3915,2156ea103b778a64228413a5bf304e18b741a2f6,"[Qt] Builds for Mac are tied to the OS system instead of the SDK version.
https://bugs.webkit.org/show_bug.cgi?id=104529

Reviewed by Simon Hausmann.

Using work by Eike Ziller <eike.ziller@digia.com>.

The build system now first tries to assign the correct system libraries
for the SDK being used for Mac builds. If this does not yield any
result, it falls back to using the Mac OS version to determine the
correct library.

No new tests (not applicable).

* WebCore.pri:

git-svn-id: svn://svn.chromium.org/blink/trunk@137139 bbb929c8-8fbe-4397-9dbb-9b2b20218538"
CVE-2011-3916,7d8cefdf6d0e457b7a855c9503684f1058c2a356,"Unreviewed, build fix for unused argument warning after r104954.
https://bugs.webkit.org/show_bug.cgi?id=75906

Also fixed up somebody's bad merge in Source/WebCore/ChangeLog.

* html/canvas/WebGLObject.cpp:
(WebCore::WebGLObject::WebGLObject):

git-svn-id: svn://svn.chromium.org/blink/trunk@104959 bbb929c8-8fbe-4397-9dbb-9b2b20218538"
CVE-2011-3904,f898d7f8a69faf58b2f8b2077cfaf528050c174d,"Omnibox should be focused on new blank tab creation through AppleScript


BUG=98382
TEST=


Review URL: http://codereview.chromium.org/8133004

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@107258 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-3900,f69d936b6d5de4f7eae7a305fbdd7a5bf8145992,"[chromium] Mark unreachable-overflow-rtl-bug as failing after r103245.
https://bugs.webkit.org/show_bug.cgi?id=74881

Unreviewed gardening.

Also, make expectation file pass linting.

* platform/chromium/test_expectations.txt:

git-svn-id: svn://svn.chromium.org/blink/trunk@103259 bbb929c8-8fbe-4397-9dbb-9b2b20218538"
CVE-2011-3894,dc4e69124b214f7f31a08ad4a2fed0e8fd75669d,"Rolling FFmpeg to r107500.

BUG=101172,100465

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@107508 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-3896,5925dff83699508b5e2735afb0297dfb310e159d,"Implement a bubble that appears at the top of the screen when a tab enters 
fullscreen mode via webkitRequestFullScreen(), telling the user how to exit 
fullscreen. 

This is implemented as an NSView rather than an NSWindow because the floating 
chrome that appears in presentation mode should overlap the bubble. 

Content-initiated fullscreen mode makes use of 'presentation mode' on the Mac: 
the mode in which the UI is hidden, accessible by moving the cursor to the top 
of the screen. On Snow Leopard, this mode is synonymous with fullscreen mode. 
On Lion, however, fullscreen mode does not imply presentation mode: in 
non-presentation fullscreen mode, the chrome is permanently shown. It is 
possible to switch between presentation mode and fullscreen mode using the 
presentation mode UI control. 

When a tab initiates fullscreen mode on Lion, we enter presentation mode if not 
in presentation mode already. When the user exits fullscreen mode using Chrome 
UI (i.e. keyboard shortcuts, menu items, buttons, switching tabs, etc.) we 
return the user to the mode they were in before the tab entered fullscreen. 

BUG=14471
TEST=Enter fullscreen mode using webkitRequestFullScreen. You should see a bubble pop down from the top of the screen. 

Need to test the Lion logic somehow, with no Lion trybots. 
BUG=96883


Original review http://codereview.chromium.org/7890056/
TBR=thakis

Review URL: http://codereview.chromium.org/7920024

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@101624 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-3897,c7a90019bf7054145b11d2577b851cf2779d3d79,"Fix print preview workflow to reflect settings of selected printer.

BUG=95110
TEST=none


Review URL: http://codereview.chromium.org/7831041

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@102242 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-3898,d705f79135a19909773c6c080001639ba5d833c9,"Fix memory leak in webRequest API in case of invalid parameters


BUG=CID 102461
TEST=no


Review URL: http://codereview.chromium.org/8681004

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@111780 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-2876,2f6a44ffa146a1e3408a60395531bba76c8e2154,"Add myself to the committers list
https://bugs.webkit.org/show_bug.cgi?id=66941

Reviewed by Andreas Kling.

* Scripts/webkitpy/common/config/committers.py:


git-svn-id: svn://svn.chromium.org/blink/trunk@93788 bbb929c8-8fbe-4397-9dbb-9b2b20218538"
CVE-2011-2877,d31f450c723ba46b53c1762e51188557447d85fd,"[WK2] LayerTreeCoordinator should release unused UpdatedAtlases
https://bugs.webkit.org/show_bug.cgi?id=95072

Reviewed by Jocelyn Turcotte.

Release graphic buffers that haven't been used for a while in order to save memory.
This way we can give back memory to the system when no user interaction happens
after a period of time, for example when we are in the background.

* Shared/ShareableBitmap.h:
* WebProcess/WebPage/CoordinatedGraphics/LayerTreeCoordinator.cpp:
(WebKit::LayerTreeCoordinator::LayerTreeCoordinator):
(WebKit::LayerTreeCoordinator::beginContentUpdate):
(WebKit):
(WebKit::LayerTreeCoordinator::scheduleReleaseInactiveAtlases):
(WebKit::LayerTreeCoordinator::releaseInactiveAtlasesTimerFired):
* WebProcess/WebPage/CoordinatedGraphics/LayerTreeCoordinator.h:
(LayerTreeCoordinator):
* WebProcess/WebPage/UpdateAtlas.cpp:
(WebKit::UpdateAtlas::UpdateAtlas):
(WebKit::UpdateAtlas::didSwapBuffers):
Don't call buildLayoutIfNeeded here. It's enought to call it in beginPaintingOnAvailableBuffer
and this way we can track whether this atlas is used with m_areaAllocator.
(WebKit::UpdateAtlas::beginPaintingOnAvailableBuffer):
* WebProcess/WebPage/UpdateAtlas.h:
(WebKit::UpdateAtlas::addTimeInactive):
(WebKit::UpdateAtlas::isInactive):
(WebKit::UpdateAtlas::isInUse):
(UpdateAtlas):

git-svn-id: svn://svn.chromium.org/blink/trunk@128473 bbb929c8-8fbe-4397-9dbb-9b2b20218538"
CVE-2011-2878,b844a4c59562f28e4ae52d14565b4b6b4fbfccb0,"Roll skia 2034->2051.

Whitespace change: http://codereview.chromium.org/7576017

BUG=NONE
TEST=NONE

Review URL: http://codereview.chromium.org/7575020

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@95671 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-2879,f698ce8f7637d75d1816277d5938df8cdb4224d7,"[CSS Shaders] WebKitCSSMixFunctionValue.h needs forward declaration of MemoryObjectInfo
https://bugs.webkit.org/show_bug.cgi?id=96150

Reviewed by George Staikos.

Otherwise files that include it may fail to compile.

No new tests, because this patch implements no new functionality.

* css/WebKitCSSMixFunctionValue.h:
(WebCore):


git-svn-id: svn://svn.chromium.org/blink/trunk@127929 bbb929c8-8fbe-4397-9dbb-9b2b20218538"
CVE-2011-2880,4c19b042ea31bd393d2265656f94339d1c3d82ff,"Fix a small leak in FileUtilProxy

BUG=none
TEST=green mem bots

Review URL: http://codereview.chromium.org/7669046

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@97451 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-2880,dd30287c430063a5ebb4ec5a1dbdac82a9404aab,"WKProcessGroup can't load injected bundle with file URL
<rdar://problem/12322774>
https://bugs.webkit.org/show_bug.cgi?id=97520

Reviewed by Anders Carlsson.

* UIProcess/API/mac/WKProcessGroup.mm:
(-[WKProcessGroup initWithInjectedBundleURL:]):
Fix typo. We need to pass the string as path, not as a URL.


git-svn-id: svn://svn.chromium.org/blink/trunk@129454 bbb929c8-8fbe-4397-9dbb-9b2b20218538"
CVE-2011-2880,244c78b3f737f2cacab2d212801b0524cbcc3a7b,"Reset the device policy machinery upon retrying enrollment.

BUG=chromium-os:18208
TEST=See bug description


Review URL: http://codereview.chromium.org/7676005

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@97615 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-2881,88c4913f11967abfd08a8b22b4423710322ac49b,"[chromium] Fix shutdown race when posting main thread task to CCThreadProxy and enable tests
https://bugs.webkit.org/show_bug.cgi?id=70161

Reviewed by David Levin.

Source/WebCore:

Adds a weak pointer mechanism to cancel main thread tasks posted to CCThreadProxy instances from the compositor
thread. Previously there was a race condition where main thread tasks could run even after the CCThreadProxy was
destroyed.

This race does not exist in the other direction because when tearing down a CCThreadProxy we first post a quit
task to the compositor thread and then suspend execution of the main thread until all compositor tasks for the
CCThreadProxy have been drained.

Covered by the now-enabled CCLayerTreeHostTest* unit tests.

* WebCore.gypi:
* platform/graphics/chromium/cc/CCScopedMainThreadProxy.h: Added.
(WebCore::CCScopedMainThreadProxy::create):
(WebCore::CCScopedMainThreadProxy::postTask):
(WebCore::CCScopedMainThreadProxy::shutdown):
(WebCore::CCScopedMainThreadProxy::CCScopedMainThreadProxy):
(WebCore::CCScopedMainThreadProxy::runTaskIfNotShutdown):
* platform/graphics/chromium/cc/CCThreadProxy.cpp:
(WebCore::CCThreadProxy::CCThreadProxy):
(WebCore::CCThreadProxy::~CCThreadProxy):
(WebCore::CCThreadProxy::createBeginFrameAndCommitTaskOnCCThread):
* platform/graphics/chromium/cc/CCThreadProxy.h:

Source/WebKit/chromium:

Enables the CCLayerTreeHostTest* tests by default. Most tests are run twice in a single thread and multiple
thread configuration. Some tests run only in the multiple thread configuration if they depend on the compositor
thread scheduling draws by itself.

* tests/CCLayerTreeHostTest.cpp:
(::CCLayerTreeHostTest::timeout):
(::CCLayerTreeHostTest::clearTimeout):
(::CCLayerTreeHostTest::CCLayerTreeHostTest):
(::CCLayerTreeHostTest::onEndTest):
(::CCLayerTreeHostTest::TimeoutTask::TimeoutTask):
(::CCLayerTreeHostTest::TimeoutTask::clearTest):
(::CCLayerTreeHostTest::TimeoutTask::~TimeoutTask):
(::CCLayerTreeHostTest::TimeoutTask::Run):
(::CCLayerTreeHostTest::runTest):
(::CCLayerTreeHostTest::doBeginTest):
(::CCLayerTreeHostTestThreadOnly::runTest):
(::CCLayerTreeHostTestSetNeedsRedraw::commitCompleteOnCCThread):

git-svn-id: svn://svn.chromium.org/blink/trunk@97784 bbb929c8-8fbe-4397-9dbb-9b2b20218538"
CVE-2011-3873,a452fc081f4e81befb97cc911ea2391c61d32926,"Add missing sys/mman.h include on Mac
https://bugs.webkit.org/show_bug.cgi?id=98089

Patch by Jonathan Liu <net147@gmail.com> on 2013-01-16
Reviewed by Darin Adler.

The madvise function and MADV_FREE constant require sys/mman.h.

* jit/ExecutableAllocatorFixedVMPool.cpp:

git-svn-id: svn://svn.chromium.org/blink/trunk@139926 bbb929c8-8fbe-4397-9dbb-9b2b20218538"
CVE-2011-2835,ebaf26ce325e21df4619ab95cc0399bc88f30d05,"Disable SSLUITest.TestCNInvalidStickiness, flakily hits an assertion.

TBR=rsleevi

BUG=68448, 49377
TEST=browser_tests
Review URL: http://codereview.chromium.org/6178005

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@70876 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-2836,d662b905d30cec7899bbb15140dcfacd73506167,"Infobar Windows Media Player plug-in by default.

BUG=51464
Review URL: http://codereview.chromium.org/7080048

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@87500 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-2837,b50d56558b267dc558b1e7ee6ab9db7759e68557,"linux: enable PIE (ASLR) for chrome executable

I had been concerned that this wouldn't work with our -fPIC
bits we build internally, but the difference is actually a
performance once, not a correctness one.

BUG=57908

Review URL: http://codereview.chromium.org/6973032

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@85286 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-2838,209673231470b1f6aa6b08fe0dc5602737ec2500,"Add some more comments, fixing a TODO.

BUG=none
TEST=none

Review URL: http://codereview.chromium.org/6523031

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@75070 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-2830,08b630e66e042af3fe80015509b3238c2679ea40,"PopupMenuClient::multiple() should be const
https://bugs.webkit.org/show_bug.cgi?id=76771

Patch by Benjamin Poulain <bpoulain@apple.com> on 2012-01-21
Reviewed by Kent Tamura.

* platform/PopupMenuClient.h:
(WebCore::PopupMenuClient::multiple):
* rendering/RenderMenuList.cpp:
(WebCore::RenderMenuList::multiple):
* rendering/RenderMenuList.h:

git-svn-id: svn://svn.chromium.org/blink/trunk@105570 bbb929c8-8fbe-4397-9dbb-9b2b20218538"
CVE-2011-2840,ccb55cf032cdda2a87d86416c04b82ebc1ee8985,"WebKit roll r78320:78427

BUG=none
TEST=canary
TBR=pkasting

Review URL: http://codereview.chromium.org/6475002

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@74763 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-2840,2db5a2048dfcacfe5ad4311c2b1e435c4c67febc,"chromeos: fix bug where ""aw snap"" page replaces first tab if it was a NTP when closing window with > 1 tab.

BUG=chromium-os:12088
TEST=verify bug per bug report.
Review URL: http://codereview.chromium.org/6882058

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@83031 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-2841,ac9315fc340d984c52a253eb9658544182323d51,"2011-02-15  Oliver Hunt  <oliver@apple.com>

        Fix EFL build for
        https://bugs.webkit.org/show_bug.cgi?id=54415

        * CMakeLists.txt:

git-svn-id: svn://svn.chromium.org/blink/trunk@78639 bbb929c8-8fbe-4397-9dbb-9b2b20218538"
CVE-2011-2842,f92b18a8e69cf7caf93e8ea99c1be542758eaf20,"Cleanup: Remove the browser_list.h stub file. Part 3/3.

All the includes to it were already updated.

BUG=None
TEST=None

R=avi@chromium.org

Review URL: http://codereview.chromium.org/6807001

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@80680 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-2843,d304b5ec1b16766ea2cb552a27dc14df848d6a0e,"Don't forget the ffmpeg input buffer padding when allocating a codec's
extradata buffer.

BUG=82438
Review URL: http://codereview.chromium.org/7137002

git-svn-id: svn://svn.chromium.org/chrome/trunk/src@88354 0039d316-1c4b-4281-b951-d872f2087c98"
CVE-2011-2844,f052f14d59c8993525bed59bc3983922cbd42819,"[EFL][WK2] Compile webkit1 and webkit2 by default.
https://bugs.webkit.org/show_bug.cgi?id=85041

Patch by Mariusz Grzegorczyk <mariusz.g@samsung.com> on 2012-06-06
Reviewed by Chang Shu.

Compile webkit1 and webkit2 while running Tools/Scripts/build-webkit --efl.
Webkit2 build can be skipped by adding --no-webkit2 option to build-webkit script.

* Scripts/build-webkit:

git-svn-id: svn://svn.chromium.org/blink/trunk@119678 bbb929c8-8fbe-4397-9dbb-9b2b20218538"
